Gm#,Date,Tm,Opp,Attendance,,,,,,,,,,,,,,,,,
5621,"Wednesday, Jun 14 (1)",DET,ATL,,,,,,,,,,,,,,,,,,
5622,"Wednesday, Jun 14 (2)",DET,ATL,"24,186",,,,,,,,,,,,,,,,,
5623,"Monday, Jun 19",DET,KCR,"18,438",,,,,,,,,,,,,,,,,
5624,"Tuesday, Jun 20",DET,KCR,"18,409",,,,,,,,,,,,,,,,,
5625,"Wednesday, Jun 21",DET,KCR,"20,195",,,,,,,,,,,,,,,,,
5626,"Friday, Jun 23",DET,MIN,"19,782",,,,,,,,,,,,,,,,,
5627,"Saturday, Jun 24",DET,MIN,"24,403",,,,,,,,,,,,,,,,,
5628,"Sunday, Jun 25",DET,MIN,"21,585",,,,,,,,,,,,,,,,,
5629,"Tuesday, Jul 4",DET,OAK,"26,749",,,,,,,,,,,,,,,,,
5630,"Wednesday, Jul 5",DET,OAK,"15,149",,,,,,,,,,,,,,,,,
5631,"Thursday, Jul 6",DET,OAK,"15,133",,,,,,,,,,,,,,,,,
5632,"Friday, Jul 7",DET,TOR,"30,029",,,,,,,,,,,,,,,,,
5633,"Saturday, Jul 8",DET,TOR,"30,621",,,,,,,,,,,,,,,,,
5634,"Sunday, Jul 9",DET,TOR,"30,077",,,,,,,,,,,,,,,,,
5635,"Friday, Jul 21",DET,SDP,"28,834",,,,,,,,,,,,,,,,,
5636,"Saturday, Jul 22",DET,SDP,"31,974",,,,,,,,,,,,,,,,,
5637,"Sunday, Jul 23",DET,SDP,"24,523",,,,,,,,,,,,,,,,,
5638,"Monday, Jul 24",DET,SFG,"16,907",,,,,,,,,,,,,,,,,
5639,"Tuesday, Jul 25",DET,LAA,"24,856",,,,,,,,,,,,,,,,,
5640,"Thursday, Jul 27 (1)",DET,LAA,,,,,,,,,,,,,,,,,,
5641,"Thursday, Jul 27 (2)",DET,LAA,"30,238",,,,,,,,,,,,,,,,,
5642,"Friday, Aug 4",DET,TBR,"26,050",,,,,,,,,,,,,,,,,
5643,"Saturday, Aug 5",DET,TBR,"30,939",,,,,,,,,,,,,,,,,
5644,"Sunday, Aug 6",DET,TBR,"21,824",,,,,,,,,,,,,,,,,
5645,"Monday, Aug 7",DET,MIN,"13,779",,,,,,,,,,,,,,,,,
5646,"Tuesday, Aug 8",DET,MIN,"16,588",,,,,,,,,,,,,,,,,
5647,"Wednesday, Aug 9",DET,MIN,"16,570",,,,,,,,,,,,,,,,,
5648,"Thursday, Aug 10",DET,MIN,"18,709",,,,,,,,,,,,,,,,,
5649,"Monday, Aug 21",DET,CHC,"20,560",,,,,,,,,,,,,,,,,
5650,"Tuesday, Aug 22",DET,CHC,"21,211",,,,,,,,,,,,,,,,,
5651,"Wednesday, Aug 23",DET,CHC,"21,965",,,,,,,,,,,,,,,,,
5652,"Friday, Aug 25",DET,HOU,"23,832",,,,,,,,,,,,,,,,,
5653,"Saturday, Aug 26",DET,HOU,"27,103",,,,,,,,,,,,,,,,,
5654,"Sunday, Aug 27",DET,HOU,"28,496",,,,,,,,,,,,,,,,,
5655,"Monday, Aug 28",DET,NYY,"16,772",,,,,,,,,,,,,,,,,
5656,"Tuesday, Aug 29",DET,NYY,"17,236",,,,,,,,,,,,,,,,,
5657,"Wednesday, Aug 30",DET,NYY,"15,731",,,,,,,,,,,,,,,,,
5658,"Thursday, Aug 31",DET,NYY,"19,630",,,,,,,,,,,,,,,,,
5659,"Friday, Sep 8",DET,CHW,"18,483",,,,,,,,,,,,,,,,,
5660,"Saturday, Sep 9",DET,CHW,"20,159",,,,,,,,,,,,,,,,,
5661,"Sunday, Sep 10",DET,CHW,"18,223",,,,,,,,,,,,,,,,,
5662,"Tuesday, Sep 12",DET,CIN,"15,080",,,,,,,,,,,,,,,,,
5663,"Wednesday, Sep 13",DET,CIN,"15,507",,,,,,,,,,,,,,,,,
5664,"Thursday, Sep 14",DET,CIN,"16,945",,,,,,,,,,,,,,,,,
5665,"Tuesday, Sep 26",DET,KCR,"13,903",,,,,,,,,,,,,,,,,
5666,"Wednesday, Sep 27",DET,KCR,,,,,,,,,,,,,,,,,,
5667,"Thursday, Sep 28",DET,KCR,"13,326",,,,,,,,,,,,,,,,,
5668,"Friday, Sep 29",DET,CLE,"30,053",,,,,,,,,,,,,,,,,
5669,"Saturday, Sep 30",DET,CLE,"40,224",,,,,,,,,,,,,,,,,
5670,"Sunday, Oct 1",DET,CLE,"41,425",,,,,,,,,,,,,,,,,
5671,"Thursday, Mar 30",HOU,CHW,"43,032",,,,,,,,,,,,,,,,,
5672,"Friday, Mar 31",HOU,CHW,"41,453",,,,,,,,,,,,,,,,,
5673,"Saturday, Apr 1",HOU,CHW,"37,519",,,,,,,,,,,,,,,,,
5674,"Sunday, Apr 2",HOU,CHW,"42,835",,,,,,,,,,,,,,,,,
5675,"Monday, Apr 3",HOU,DET,"29,272",,,,,,,,,,,,,,,,,
5676,"Tuesday, Apr 4",HOU,DET,"30,613",,,,,,,,,,,,,,,,,
5677,"Wednesday, Apr 5",HOU,DET,"37,932",,,,,,,,,,,,,,,,,
5678,"Friday, Apr 14",HOU,TEX,"39,343",,,,,,,,,,,,,,,,,
5679,"Saturday, Apr 15",HOU,TEX,"39,257",,,,,,,,,,,,,,,,,
5680,"Sunday, Apr 16",HOU,TEX,"39,122",,,,,,,,,,,,,,,,,
5681,"Monday, Apr 17",HOU,TOR,"30,873",,,,,,,,,,,,,,,,,
5682,"Tuesday, Apr 18",HOU,TOR,"32,602",,,,,,,,,,,,,,,,,
5683,"Wednesday, Apr 19",HOU,TOR,"40,545",,,,,,,,,,,,,,,,,
5684,"Friday, Apr 28",HOU,PHI,"40,719",,,,,,,,,,,,,,,,,
5685,"Saturday, Apr 29",HOU,PHI,"41,240",,,,,,,,,,,,,,,,,
5686,"Sunday, Apr 30",HOU,PHI,"41,669",,,,,,,,,,,,,,,,,
5687,"Monday, May 1",HOU,SFG,"30,915",,,,,,,,,,,,,,,,,
5688,"Tuesday, May 2",HOU,SFG,"31,701",,,,,,,,,,,,,,,,,
5689,"Wednesday, May 3",HOU,SFG,"40,405",,,,,,,,,,,,,,,,,
5690,"Monday, May 15",HOU,CHC,"35,413",,,,,,,,,,,,,,,,,
5691,"Tuesday, May 16",HOU,CHC,"34,280",,,,,,,,,,,,,,,,,
5692,"Wednesday, May 17",HOU,CHC,"35,749",,,,,,,,,,,,,,,,,
5693,"Friday, May 19",HOU,OAK,"34,931",,,,,,,,,,,,,,,,,
5694,"Saturday, May 20",HOU,OAK,"35,475",,,,,,,,,,,,,,,,,
5695,"Sunday, May 21",HOU,OAK,"39,820",,,,,,,,,,,,,,,,,
5696,"Monday, May 29",HOU,MIN,"40,744",,,,,,,,,,,,,,,,,
5697,"Tuesday, May 30",HOU,MIN,"34,604",,,,,,,,,,,,,,,,,
5698,"Wednesday, May 31",HOU,MIN,"37,127",,,,,,,,,,,,,,,,,
5699,"Thursday, Jun 1",HOU,LAA,"34,037",,,,,,,,,,,,,,,,,
5700,"Friday, Jun 2",HOU,LAA,"38,692",,,,,,,,,,,,,,,,,
5701,"Saturday, Jun 3",HOU,LAA,"39,222",,,,,,,,,,,,,,,,,
5702,"Sunday, Jun 4",HOU,LAA,"40,831",,,,,,,,,,,,,,,,,
5703,"Tuesday, Jun 13",HOU,WSN,"39,546",,,,,,,,,,,,,,,,,
5704,"Wednesday, Jun 14",HOU,WSN,"39,796",,,,,,,,,,,,,,,,,
5705,"Thursday, Jun 15",HOU,WSN,"38,303",,,,,,,,,,,,,,,,,
5706,"Friday, Jun 16",HOU,CIN,"38,621",,,,,,,,,,,,,,,,,
5707,"Saturday, Jun 17",HOU,CIN,"40,136",,,,,,,,,,,,,,,,,
5708,"Sunday, Jun 18",HOU,CIN,"40,573",,,,,,,,,,,,,,,,,
5709,"Monday, Jun 19",HOU,NYM,"33,185",,,,,,,,,,,,,,,,,
5710,"Tuesday, Jun 20",HOU,NYM,"34,606",,,,,,,,,,,,,,,,,
5711,"Wednesday, Jun 21",HOU,NYM,"38,279",,,,,,,,,,,,,,,,,
5712,"Tuesday, Jul 4",HOU,COL,"39,533",,,,,,,,,,,,,,,,,
5713,"Wednesday, Jul 5",HOU,COL,"36,535",,,,,,,,,,,,,,,,,
5714,"Thursday, Jul 6",HOU,SEA,"40,562",,,,,,,,,,,,,,,,,
5715,"Friday, Jul 7",HOU,SEA,"34,737",,,,,,,,,,,,,,,,,
5716,"Saturday, Jul 8",HOU,SEA,"37,112",,,,,,,,,,,,,,,,,
5717,"Sunday, Jul 9",HOU,SEA,"39,421",,,,,,,,,,,,,,,,,
5718,"Monday, Jul 24",HOU,TEX,"37,973",,,,,,,,,,,,,,,,,
5719,"Tuesday, Jul 25",HOU,TEX,"40,520",,,,,,,,,,,,,,,,,
5720,"Wednesday, Jul 26",HOU,TEX,"40,398",,,,,,,,,,,,,,,,,
5721,"Friday, Jul 28",HOU,TBR,"38,592",,,,,,,,,,,,,,,,,
5722,"Saturday, Jul 29",HOU,TBR,"40,004",,,,,,,,,,,,,,,,,
5723,"Sunday, Jul 30",HOU,TBR,"40,357",,,,,,,,,,,,,,,,,
5724,"Monday, Jul 31",HOU,CLE,"30,165",,,,,,,,,,,,,,,,,
5725,"Tuesday, Aug 1",HOU,CLE,"33,703",,,,,,,,,,,,,,,,,
5726,"Wednesday, Aug 2",HOU,CLE,"37,522",,,,,,,,,,,,,,,,,
5727,"Friday, Aug 11",HOU,LAA,"41,152",,,,,,,,,,,,,,,,,
5728,"Saturday, Aug 12",HOU,LAA,"40,311",,,,,,,,,,,,,,,,,
5729,"Sunday, Aug 13",HOU,LAA,"40,333",,,,,,,,,,,,,,,,,
5730,"Friday, Aug 18",HOU,SEA,"38,060",,,,,,,,,,,,,,,,,
5731,"Saturday, Aug 19",HOU,SEA,"38,280",,,,,,,,,,,,,,,,,
5732,"Sunday, Aug 20",HOU,SEA,"36,642",,,,,,,,,,,,,,,,,
5733,"Monday, Aug 21",HOU,BOS,"31,590",,,,,,,,,,,,,,,,,
5734,"Tuesday, Aug 22",HOU,BOS,"33,042",,,,,,,,,,,,,,,,,
5735,"Wednesday, Aug 23",HOU,BOS,"37,144",,,,,,,,,,,,,,,,,
5736,"Thursday, Aug 24",HOU,BOS,"35,323",,,,,,,,,,,,,,,,,
5737,"Friday, Sep 1",HOU,NYY,"41,066",,,,,,,,,,,,,,,,,
5738,"Saturday, Sep 2",HOU,NYY,"41,427",,,,,,,,,,,,,,,,,
5739,"Sunday, Sep 3",HOU,NYY,"41,514",,,,,,,,,,,,,,,,,
5740,"Friday, Sep 8",HOU,SDP,"39,516",,,,,,,,,,,,,,,,,
5741,"Saturday, Sep 9",HOU,SDP,"39,452",,,,,,,,,,,,,,,,,
5742,"Sunday, Sep 10",HOU,SDP,"41,073",,,,,,,,,,,,,,,,,
5743,"Monday, Sep 11",HOU,OAK,"29,807",,,,,,,,,,,,,,,,,
5744,"Tuesday, Sep 12",HOU,OAK,"36,504",,,,,,,,,,,,,,,,,
5745,"Wednesday, Sep 13",HOU,OAK,"37,864",,,,,,,,,,,,,,,,,
5746,"Monday, Sep 18",HOU,BAL,"34,456",,,,,,,,,,,,,,,,,
5747,"Tuesday, Sep 19",HOU,BAL,"35,050",,,,,,,,,,,,,,,,,
5748,"Wednesday, Sep 20",HOU,BAL,"36,427",,,,,,,,,,,,,,,,,
5749,"Friday, Sep 22",HOU,KCR,"41,033",,,,,,,,,,,,,,,,,
5750,"Saturday, Sep 23",HOU,KCR,"41,692",,,,,,,,,,,,,,,,,
5751,"Sunday, Sep 24",HOU,KCR,"41,438",,,,,,,,,,,,,,,,,
5752,"Thursday, Mar 30",KCR,MIN,"38,351",,,,,,,,,,,,,,,,,
5753,"Saturday, Apr 1",KCR,MIN,"16,633",,,,,,,,,,,,,,,,,
5754,"Sunday, Apr 2",KCR,MIN,"14,589",,,,,,,,,,,,,,,,,
5755,"Monday, Apr 3",KCR,TOR,"10,810",,,,,,,,,,,,,,,,,
5756,"Tuesday, Apr 4",KCR,TOR,"12,123",,,,,,,,,,,,,,,,,
5757,"Wednesday, Apr 5",KCR,TOR,"10,015",,,,,,,,,,,,,,,,,
5758,"Thursday, Apr 6",KCR,TOR,"10,401",,,,,,,,,,,,,,,,,
5759,"Friday, Apr 14",KCR,ATL,"20,186",,,,,,,,,,,,,,,,,
5760,"Saturday, Apr 15",KCR,ATL,"17,644",,,,,,,,,,,,,,,,,
5761,"Sunday, Apr 16",KCR,ATL,"22,040",,,,,,,,,,,,,,,,,
5762,"Monday, Apr 17",KCR,TEX,"11,068",,,,,,,,,,,,,,,,,
5763,"Tuesday, Apr 18",KCR,TEX,"12,118",,,,,,,,,,,,,,,,,
5764,"Wednesday, Apr 19",KCR,TEX,"10,388",,,,,,,,,,,,,,,,,
5765,"Tuesday, May 2",KCR,BAL,"10,487",,,,,,,,,,,,,,,,,
5766,"Wednesday, May 3",KCR,BAL,"10,362",,,,,,,,,,,,,,,,,
5767,"Thursday, May 4",KCR,BAL,"11,514",,,,,,,,,,,,,,,,,
5768,"Friday, May 5",KCR,OAK,"15,966",,,,,,,,,,,,,,,,,
5769,"Saturday, May 6",KCR,OAK,"29,549",,,,,,,,,,,,,,,,,
5770,"Sunday, May 7",KCR,OAK,"12,740",,,,,,,,,,,,,,,,,
5771,"Monday, May 8",KCR,CHW,"9,814",,,,,,,,,,,,,,,,,
5772,"Tuesday, May 9",KCR,CHW,"11,258",,,,,,,,,,,,,,,,,
5773,"Wednesday, May 10",KCR,CHW,"12,187",,,,,,,,,,,,,,,,,
5774,"Thursday, May 11",KCR,CHW,"20,321",,,,,,,,,,,,,,,,,
5775,"Monday, May 22",KCR,DET,"14,229",,,,,,,,,,,,,,,,,
5776,"Tuesday, May 23",KCR,DET,"13,443",,,,,,,,,,,,,,,,,
5777,"Wednesday, May 24",KCR,DET,"11,898",,,,,,,,,,,,,,,,,
5778,"Friday, May 26",KCR,WSN,"15,878",,,,,,,,,,,,,,,,,
5779,"Saturday, May 27",KCR,WSN,"19,130",,,,,,,,,,,,,,,,,
5780,"Sunday, May 28",KCR,WSN,"18,319",,,,,,,,,,,,,,,,,
5781,"Friday, Jun 2",KCR,COL,"23,482",,,,,,,,,,,,,,,,,
5782,"Saturday, Jun 3",KCR,COL,"16,492",,,,,,,,,,,,,,,,,
5783,"Sunday, Jun 4",KCR,COL,"13,128",,,,,,,,,,,,,,,,,
5784,"Monday, Jun 12",KCR,CIN,"20,500",,,,,,,,,,,,,,,,,
5785,"Tuesday, Jun 13",KCR,CIN,"16,931",,,,,,,,,,,,,,,,,
5786,"Wednesday, Jun 14",KCR,CIN,"13,731",,,,,,,,,,,,,,,,,
5787,"Friday, Jun 16",KCR,LAA,"19,834",,,,,,,,,,,,,,,,,
5788,"Saturday, Jun 17",KCR,LAA,"21,056",,,,,,,,,,,,,,,,,
5789,"Sunday, Jun 18",KCR,LAA,"24,385",,,,,,,,,,,,,,,,,
5790,"Tuesday, Jun 27",KCR,CLE,"15,718",,,,,,,,,,,,,,,,,
5791,"Wednesday, Jun 28",KCR,CLE,"11,978",,,,,,,,,,,,,,,,,
5792,"Thursday, Jun 29",KCR,CLE,"12,414",,,,,,,,,,,,,,,,,
5793,"Friday, Jun 30",KCR,LAD,"22,006",,,,,,,,,,,,,,,,,
5794,"Saturday, Jul 1",KCR,LAD,"21,004",,,,,,,,,,,,,,,,,
5795,"Sunday, Jul 2",KCR,LAD,"19,058",,,,,,,,,,,,,,,,,
5796,"Saturday, Jul 15 (1)",KCR,TBR,"15,428",,,,,,,,,,,,,,,,,
5797,"Saturday, Jul 15 (2)",KCR,TBR,"18,052",,,,,,,,,,,,,,,,,
5798,"Sunday, Jul 16",KCR,TBR,"15,632",,,,,,,,,,,,,,,,,
5799,"Monday, Jul 17",KCR,DET,"19,440",,,,,,,,,,,,,,,,,
5800,"Tuesday, Jul 18",KCR,DET,"18,448",,,,,,,,,,,,,,,,,
5801,"Wednesday, Jul 19",KCR,DET,"17,903",,,,,,,,,,,,,,,,,
5802,"Thursday, Jul 20",KCR,DET,"11,478",,,,,,,,,,,,,,,,,
5803,"Friday, Jul 28",KCR,MIN,"23,022",,,,,,,,,,,,,,,,,
5804,"Saturday, Jul 29",KCR,MIN,"20,643",,,,,,,,,,,,,,,,,
5805,"Sunday, Jul 30",KCR,MIN,"13,752",,,,,,,,,,,,,,,,,
5806,"Tuesday, Aug 1",KCR,NYM,"16,140",,,,,,,,,,,,,,,,,
5807,"Wednesday, Aug 2",KCR,NYM,"13,630",,,,,,,,,,,,,,,,,
5808,"Thursday, Aug 3",KCR,NYM,"11,926",,,,,,,,,,,,,,,,,
5809,"Friday, Aug 11",KCR,STL,"26,271",,,,,,,,,,,,,,,,,
5810,"Saturday, Aug 12",KCR,STL,"37,016",,,,,,,,,,,,,,,,,
5811,"Monday, Aug 14",KCR,SEA,"11,878",,,,,,,,,,,,,,,,,
5812,"Tuesday, Aug 15",KCR,SEA,"12,759",,,,,,,,,,,,,,,,,
5813,"Wednesday, Aug 16",KCR,SEA,"11,091",,,,,,,,,,,,,,,,,
5814,"Thursday, Aug 17",KCR,SEA,"10,875",,,,,,,,,,,,,,,,,
5815,"Monday, Aug 28",KCR,PIT,"11,610",,,,,,,,,,,,,,,,,
5816,"Tuesday, Aug 29",KCR,PIT,"11,233",,,,,,,,,,,,,,,,,
5817,"Wednesday, Aug 30",KCR,PIT,"10,592",,,,,,,,,,,,,,,,,
5818,"Friday, Sep 1",KCR,BOS,"15,470",,,,,,,,,,,,,,,,,
5819,"Saturday, Sep 2",KCR,BOS,"20,527",,,,,,,,,,,,,,,,,
5820,"Sunday, Sep 3",KCR,BOS,"15,785",,,,,,,,,,,,,,,,,
5821,"Monday, Sep 4",KCR,CHW,"10,646",,,,,,,,,,,,,,,,,
5822,"Tuesday, Sep 5",KCR,CHW,"10,395",,,,,,,,,,,,,,,,,
5823,"Wednesday, Sep 6",KCR,CHW,"11,046",,,,,,,,,,,,,,,,,
5824,"Friday, Sep 15",KCR,HOU,"15,465",,,,,,,,,,,,,,,,,
5825,"Saturday, Sep 16",KCR,HOU,"19,557",,,,,,,,,,,,,,,,,
5826,"Sunday, Sep 17",KCR,HOU,"15,311",,,,,,,,,,,,,,,,,
5827,"Monday, Sep 18",KCR,CLE,"9,736",,,,,,,,,,,,,,,,,
5828,"Tuesday, Sep 19",KCR,CLE,"15,254",,,,,,,,,,,,,,,,,
5829,"Wednesday, Sep 20",KCR,CLE,"12,162",,,,,,,,,,,,,,,,,
5830,"Friday, Sep 29",KCR,NYY,"18,374",,,,,,,,,,,,,,,,,
5831,"Saturday, Sep 30",KCR,NYY,"22,665",,,,,,,,,,,,,,,,,
5832,"Sunday, Oct 1",KCR,NYY,"20,662",,,,,,,,,,,,,,,,,
5833,"Friday, Apr 7",LAA,TOR,"44,735",,,,,,,,,,,,,,,,,
5834,"Saturday, Apr 8",LAA,TOR,"44,534",,,,,,,,,,,,,,,,,
5835,"Sunday, Apr 9",LAA,TOR,"31,092",,,,,,,,,,,,,,,,,
5836,"Monday, Apr 10",LAA,WSN,"19,557",,,,,,,,,,,,,,,,,
5837,"Tuesday, Apr 11",LAA,WSN,"27,390",,,,,,,,,,,,,,,,,
5838,"Wednesday, Apr 12",LAA,WSN,"17,780",,,,,,,,,,,,,,,,,
5839,"Friday, Apr 21",LAA,KCR,"44,741",,,,,,,,,,,,,,,,,
5840,"Saturday, Apr 22",LAA,KCR,"44,148",,,,,,,,,,,,,,,,,
5841,"Sunday, Apr 23",LAA,KCR,"36,016",,,,,,,,,,,,,,,,,
5842,"Monday, Apr 24",LAA,OAK,"23,814",,,,,,,,,,,,,,,,,
5843,"Tuesday, Apr 25",LAA,OAK,"26,971",,,,,,,,,,,,,,,,,
5844,"Wednesday, Apr 26",LAA,OAK,"24,524",,,,,,,,,,,,,,,,,
5845,"Thursday, Apr 27",LAA,OAK,"21,741",,,,,,,,,,,,,,,,,
5846,"Friday, May 5",LAA,TEX,"39,073",,,,,,,,,,,,,,,,,
5847,"Saturday, May 6",LAA,TEX,"37,409",,,,,,,,,,,,,,,,,
5848,"Sunday, May 7",LAA,TEX,"41,641",,,,,,,,,,,,,,,,,
5849,"Monday, May 8",LAA,HOU,"26,064",,,,,,,,,,,,,,,,,
5850,"Tuesday, May 9",LAA,HOU,"29,018",,,,,,,,,,,,,,,,,
5851,"Wednesday, May 10",LAA,HOU,"20,420",,,,,,,,,,,,,,,,,
5852,"Friday, May 19",LAA,MIN,"31,079",,,,,,,,,,,,,,,,,
5853,"Saturday, May 20",LAA,MIN,"35,688",,,,,,,,,,,,,,,,,
5854,"Sunday, May 21",LAA,MIN,"42,138",,,,,,,,,,,,,,,,,
5855,"Monday, May 22",LAA,BOS,"25,314",,,,,,,,,,,,,,,,,
5856,"Tuesday, May 23",LAA,BOS,"25,798",,,,,,,,,,,,,,,,,
5857,"Wednesday, May 24",LAA,BOS,"26,596",,,,,,,,,,,,,,,,,
5858,"Friday, May 26",LAA,MIA,"32,130",,,,,,,,,,,,,,,,,
5859,"Saturday, May 27",LAA,MIA,"38,131",,,,,,,,,,,,,,,,,
5860,"Sunday, May 28",LAA,MIA,"36,345",,,,,,,,,,,,,,,,,
5861,"Tuesday, Jun 6",LAA,CHC,"27,716",,,,,,,,,,,,,,,,,
5862,"Wednesday, Jun 7",LAA,CHC,"28,817",,,,,,,,,,,,,,,,,
5863,"Thursday, Jun 8",LAA,CHC,"28,179",,,,,,,,,,,,,,,,,
5864,"Friday, Jun 9",LAA,SEA,"36,064",,,,,,,,,,,,,,,,,
5865,"Saturday, Jun 10",LAA,SEA,"38,454",,,,,,,,,,,,,,,,,
5866,"Sunday, Jun 11",LAA,SEA,"39,405",,,,,,,,,,,,,,,,,
5867,"Tuesday, Jun 20",LAA,LAD,"44,703",,,,,,,,,,,,,,,,,
5868,"Wednesday, Jun 21",LAA,LAD,"44,760",,,,,,,,,,,,,,,,,
5869,"Monday, Jun 26",LAA,CHW,"28,554",,,,,,,,,,,,,,,,,
5870,"Tuesday, Jun 27",LAA,CHW,"33,637",,,,,,,,,,,,,,,,,
5871,"Wednesday, Jun 28",LAA,CHW,"29,861",,,,,,,,,,,,,,,,,
5872,"Thursday, Jun 29",LAA,CHW,"27,630",,,,,,,,,,,,,,,,,
5873,"Friday, Jun 30",LAA,ARI,"34,957",,,,,,,,,,,,,,,,,
5874,"Saturday, Jul 1",LAA,ARI,"44,472",,,,,,,,,,,,,,,,,
5875,"Sunday, Jul 2",LAA,ARI,"29,167",,,,,,,,,,,,,,,,,
5876,"Friday, Jul 14",LAA,HOU,"38,850",,,,,,,,,,,,,,,,,
5877,"Saturday, Jul 15",LAA,HOU,"37,523",,,,,,,,,,,,,,,,,
5878,"Sunday, Jul 16",LAA,HOU,"34,679",,,,,,,,,,,,,,,,,
5879,"Monday, Jul 17",LAA,NYY,"41,180",,,,,,,,,,,,,,,,,
5880,"Tuesday, Jul 18",LAA,NYY,"41,556",,,,,,,,,,,,,,,,,
5881,"Wednesday, Jul 19",LAA,NYY,"39,141",,,,,,,,,,,,,,,,,
5882,"Friday, Jul 21",LAA,PIT,"40,309",,,,,,,,,,,,,,,,,
5883,"Saturday, Jul 22",LAA,PIT,"37,240",,,,,,,,,,,,,,,,,
5884,"Sunday, Jul 23",LAA,PIT,"28,385",,,,,,,,,,,,,,,,,
5885,"Thursday, Aug 3",LAA,SEA,"37,701",,,,,,,,,,,,,,,,,
5886,"Friday, Aug 4",LAA,SEA,"34,479",,,,,,,,,,,,,,,,,
5887,"Saturday, Aug 5",LAA,SEA,"35,318",,,,,,,,,,,,,,,,,
5888,"Sunday, Aug 6",LAA,SEA,"29,960",,,,,,,,,,,,,,,,,
5889,"Monday, Aug 7",LAA,SFG,"32,582",,,,,,,,,,,,,,,,,
5890,"Tuesday, Aug 8",LAA,SFG,"31,974",,,,,,,,,,,,,,,,,
5891,"Wednesday, Aug 9",LAA,SFG,"36,980",,,,,,,,,,,,,,,,,
5892,"Friday, Aug 18",LAA,TBR,"38,297",,,,,,,,,,,,,,,,,
5893,"Saturday, Aug 19 (1)",LAA,TBR,"27,309",,,,,,,,,,,,,,,,,
5894,"Saturday, Aug 19 (2)",LAA,TBR,"33,803",,,,,,,,,,,,,,,,,
5895,"Tuesday, Aug 22",LAA,CIN,"26,583",,,,,,,,,,,,,,,,,
5896,"Wednesday, Aug 23 (1)",LAA,CIN,"28,776",,,,,,,,,,,,,,,,,
5897,"Wednesday, Aug 23 (2)",LAA,CIN,"24,596",,,,,,,,,,,,,,,,,
5898,"Monday, Sep 4",LAA,BAL,"29,214",,,,,,,,,,,,,,,,,
5899,"Tuesday, Sep 5",LAA,BAL,"22,496",,,,,,,,,,,,,,,,,
5900,"Wednesday, Sep 6",LAA,BAL,"29,021",,,,,,,,,,,,,,,,,
5901,"Thursday, Sep 7",LAA,CLE,"24,288",,,,,,,,,,,,,,,,,
5902,"Friday, Sep 8",LAA,CLE,"34,209",,,,,,,,,,,,,,,,,
5903,"Saturday, Sep 9",LAA,CLE,"27,233",,,,,,,,,,,,,,,,,
5904,"Sunday, Sep 10",LAA,CLE,"26,134",,,,,,,,,,,,,,,,,
5905,"Friday, Sep 15",LAA,DET,"37,822",,,,,,,,,,,,,,,,,
5906,"Saturday, Sep 16",LAA,DET,"35,022",,,,,,,,,,,,,,,,,
5907,"Sunday, Sep 17",LAA,DET,"34,943",,,,,,,,,,,,,,,,,
5908,"Monday, Sep 25",LAA,TEX,"25,208",,,,,,,,,,,,,,,,,
5909,"Tuesday, Sep 26",LAA,TEX,"26,976",,,,,,,,,,,,,,,,,
5910,"Wednesday, Sep 27",LAA,TEX,"30,020",,,,,,,,,,,,,,,,,
5911,"Friday, Sep 29",LAA,OAK,"32,333",,,,,,,,,,,,,,,,,
5912,"Saturday, Sep 30",LAA,OAK,"31,633",,,,,,,,,,,,,,,,,
5913,"Sunday, Oct 1",LAA,OAK,"26,539",,,,,,,,,,,,,,,,,
5914,"Friday, Apr 7",LAA,TOR,"44,735",,,,,,,,,,,,,,,,,
5915,"Saturday, Apr 8",LAA,TOR,"44,534",,,,,,,,,,,,,,,,,
5916,"Sunday, Apr 9",LAA,TOR,"31,092",,,,,,,,,,,,,,,,,
5917,"Monday, Apr 10",LAA,WSN,"19,557",,,,,,,,,,,,,,,,,
5918,"Tuesday, Apr 11",LAA,WSN,"27,390",,,,,,,,,,,,,,,,,
5919,"Wednesday, Apr 12",LAA,WSN,"17,780",,,,,,,,,,,,,,,,,
5920,"Friday, Apr 21",LAA,KCR,"44,741",,,,,,,,,,,,,,,,,
5921,"Saturday, Apr 22",LAA,KCR,"44,148",,,,,,,,,,,,,,,,,
5922,"Sunday, Apr 23",LAA,KCR,"36,016",,,,,,,,,,,,,,,,,
5923,"Monday, Apr 24",LAA,OAK,"23,814",,,,,,,,,,,,,,,,,
5924,"Tuesday, Apr 25",LAA,OAK,"26,971",,,,,,,,,,,,,,,,,
5925,"Wednesday, Apr 26",LAA,OAK,"24,524",,,,,,,,,,,,,,,,,
5926,"Thursday, Apr 27",LAA,OAK,"21,741",,,,,,,,,,,,,,,,,
5927,"Friday, May 5",LAA,TEX,"39,073",,,,,,,,,,,,,,,,,
5928,"Saturday, May 6",LAA,TEX,"37,409",,,,,,,,,,,,,,,,,
5929,"Sunday, May 7",LAA,TEX,"41,641",,,,,,,,,,,,,,,,,
5930,"Monday, May 8",LAA,HOU,"26,064",,,,,,,,,,,,,,,,,
5931,"Tuesday, May 9",LAA,HOU,"29,018",,,,,,,,,,,,,,,,,
5932,"Wednesday, May 10",LAA,HOU,"20,420",,,,,,,,,,,,,,,,,
5933,"Friday, May 19",LAA,MIN,"31,079",,,,,,,,,,,,,,,,,
